nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon
"La Baita","bar","Via Bonuzzo Sant'Anna 4b","Verona","","37128","45.4773297","11.0069064"
"Kinky Cafè","cafe","Piazza Risorgimento 17d","Verona","","37139","45.4397391","10.9472426"
"Wally's","cafe","Largo San Nazaro 2","Verona","","","45.4406361","11.0089107"
"Voramar","cafe","Via Valpolicella 24","Verona","","37124","45.480543","10.9437548"
"Mr. Helios","cafe","Via dei Reti 24","Verona","","37124","45.479241","10.9408077"
"Bar Armosa","bar","Via Agostino Mainardi 12","Verona","","37133","45.4326711","11.0219003"
"Il Gelato di San Massimo","cafe","Piazza Risorgimento 16a","Verona","","37139","45.439247","10.9471594"
"Bar Mokalux","cafe","Via Cappello 5","Verona","","37121","45.4422821","10.9979821"
"Bar Prosit Food & wine","cafe","Via Unità d'Italia 377b","Verona","","37132","45.4302384","11.0601831"
"Perfume de caffè","cafe","Piazza del Porto 15a","Verona","","37124","45.4761127","10.9489721"
"Boop Beer bar","bar","Via Cantarane 8","Verona","","37129","45.4389155","11.0093063"
"Bar Palladio","cafe","Viale Andrea Palladio 31","Verona","","37138","45.4318317","10.9729158"
"Caffè  del Centro","bar","Via Belfiore 100","Verona","","37135","45.3829065","10.995015"
"Pasticceria dolce amaro","cafe","Via Don Giacomo Trevisani 43c","Verona","","37139","45.440277","10.9478749"
"Interno 5","bar","Via Giovanna Murari Brà 35e","Verona","","37136","45.4211884","10.973085"
"Osteria del Caval Matto","bar","Piazzetta Ottolini 2","Verona","","37121","45.4445931","10.994097"
"Bar Sport","cafe","Via Luigi Negrelli 73","Verona","","37138","45.4374451","10.9713532"
"Astor","cafe","Piazzale Ludovico Antonio Scuro 1","Verona","","37134","45.4062562","10.9935454"
"Flor","bar","Via Francesco Anzani 19","Verona","","37126","45.4468702","10.9893297"
"N'Est pas","bar","Via Filippo Rosa Morando 5","Verona","","37131","45.4408444","11.0178099"
"Osteria terzo ponte","cafe","Viale Sicilia 1","Verona","","37138","45.446684","10.9667442"
"Cafè la Perugina","cafe","Via Quattro Novembre 20c","Verona","","37126","45.4456091","10.9892965"
"Caffè Trento","cafe","Via Gianbattista da Monte 2","Verona","","37126","45.4513442","10.9883368"
"Romeo Bistrot","bar","Vicolo San Marco in Foro 1b","Verona","","37121","45.4428943","10.9961307"
"Barba Nera","bar","Via dei Lamberti 15","Verona","","37134","45.4081947","10.9990678"
"Roxy bar","cafe","Corso Milano 8a","Verona","","37138","45.4433169","10.9720854"
"","cafe","Viale Cristoforo Colombo 91","Verona","","37138","45.4481268","10.973756"
"Bar Taitù","cafe","Via Osoppo 4c","Verona","","37124","45.4577632","10.9793762"
"","cafe","Via Sant'Alessio 44","Verona","","37129","45.4493861","10.9972189"
"Riva Mancina","bar","Vicolo Quadrelli 1","Verona","","37129","45.4433256","11.0022383"
"Caffè Borsari","cafe","Corso Porta Borsari 15d","Verona","","37121","45.4430268","10.9956436"
"Bar ai giardini","cafe","Via Prato Santo 2a","Verona","","37126","45.4476319","10.9929109"
"Atipico lounge bar","bar","Via Jacopo Sansovino 20","Verona","","37138","45.436432","10.9713282"
"Campanile Caffè","cafe","Via Beniamino Romagnoli 9","Verona","","37139","45.4388589","10.9459814"
"White café","cafe","Via Cacciatori delle Alpi 2","Verona","","37137","45.4209231","10.9540288"
"Bodeguita del Medio","bar","Via Leoncino 35c","Verona","","37121","45.4385002","10.9955433"
"Mero & More","cafe","Via Gianbattista Morgagni 8","Verona","","37135","45.4079797","10.9685659"
"Butterfly cafè","cafe","Piazza dei Caduti 42","Verona","","37137","45.420204","10.9558599"
"Bar Duchi","cafe","Via Don Enrico Girardi 2","Verona","","37137","45.42132","10.9546086"
"","cafe","Via Albere 65d","Verona","","37138","45.4302881","10.970507"
"Minuto di Bauli","cafe","Via Cappello 3a","Verona","","37121","45.4423379","10.9978909"
"","cafe","Via Lucio terzo 2","Verona","","37139","45.4460645","10.9399238"
"Coffee's Angels","cafe","Via Roveggia 91","Verona","","37136","45.4078438","10.9631324"
"Lo Stuzzichino Delle Stelle","cafe","Via Roveggia 89","Verona","","37136","45.4079098","10.9632046"
"Caffè Wallner","cafe","Via Dietro Listone 1","Verona","","37121","45.4386671","10.9911432"
"Caffè Veneto Cicchetteria","bar","Via Carlo Ederle 21","Verona","","37126","45.4477431","10.9864163"
"Caffetteria Chery","cafe","Via San Camillo de Lellis 1","Verona","","37126","45.4510546","10.9852038"
"Caffe' Scala S.R.L.","cafe","Via Scala 14","Verona","","37121","45.4412471","10.9963102"
"Special Mr Martini","bar","Via Tombetta 39b","Verona","","37135","45.4190647","10.9889082"
"Caffè Sanmicheli","cafe","Via Giosuè Carducci 63","Verona","","37129","45.442443","11.0067325"
"FRZ Lab","bar","Via Guglielmo Marconi 15a","Verona","","37122","45.4370143","10.9875793"
"Caffè Rialto","cafe","Via Generale Armando Diaz 2","Verona","","37121","45.4419813","10.9932758"
"","cafe","SS12 dell'Abetone e del Brennero Km. 295+215","Bussolengo","VR","","45.4581131","10.8741753"
"Bottega Del Caffè Dersut","cafe","Via Roma 20","Verona","","37121","45.4390281","10.9894336"
"Bar all'Angolo","cafe","Via Colombara 20","Verona","","37137","45.4198842","10.9545726"
"Bar 93","cafe","Via Mantovana 93c","Verona","","37137","45.4204212","10.9531878"
"Birreria La Tavernetta Boom Boom","bar","Via Cacciatori delle Alpi 8","Verona","","37137","45.4208363","10.9540847"
"Meeting","cafe","Via Mantovana 73","Verona","","37137","45.4223236","10.9562816"
"Casablanca","cafe","Piazza Isolo 15","Verona","","37129","45.4429396","11.0037928"
"12 Oz","cafe","Corso Porta Nuova 2","Verona","","37122","45.4380294","10.9912941"
"Amadeus","cafe","Via Filippo Brunelleschi 11a","Verona","","","45.4326247","10.9714767"
"Via Roma 33 Cafe","cafe","Via Roma 33","Verona","","37121","45.4392546","10.9883197"
"Belgio e Dolcezze da Hans","bar","Via Tione 7b","Villafranca di Verona","","37069","45.3533897","10.8393927"
"Buon Gusto","cafe","Stradone Porta Palio 5","Verona","","37122","45.438754","10.986832"
"Il Girasole","cafe","Via Venti Settembre 121","Verona","","37129","45.4398417","11.0142285"
"Bar Lux","bar","Via Tevere","Verona","","37136","45.4183978","10.9589755"
"Bar Gelateria Santa Lucia","bar","Via Cavriana 8","Verona","","37137","45.4201735","10.9581797"
"Galleria Marconi Café","cafe","Via Guglielmo Marconi 23b","Verona","","37122","45.4360286","10.9863413"
"Café Gaston","cafe","Via Guglielmo Marconi 27c","Verona","","37122","45.4356866","10.985849"
"Axel","cafe","Via Evangelista Torricelli 62","Verona","","37136","45.4156651","10.9502095"
"Duchi Café","bar","Via Leoni 19a","Verona","","37121","45.4397147","11.0005599"
"Caffè del Borgo","cafe","Viale Spolverini 40","Verona","","37131","45.4398086","11.0217596"
"Bistrot Caffetteria","cafe","Piazzetta Santa Maria in Organo 2a","Verona","","","45.4441812","11.0041978"
"Bar al Buseto","cafe","Piazza Risorgimento 17b","Verona","","37139","45.4396088","10.9472734"
"Urban Café","cafe","Via Alberto Mario 6","Verona","","","45.4405216","10.9942278"
"Ciro - specialità campane","cafe","Via Sei Maggio 10","Verona","","37137","45.4225986","10.9534313"
"Road Movie Bar","cafe","Via dell'Artigianato 35d","Caselle di Sommacampagna","Verona","37066","45.409722","10.8867621"
"M16 Bistrot","bar","Via Santa Teresa 2","Verona","","37135","45.4226526","10.9840352"
"Myra","cafe","Via Porta San Zeno 17","Verona","","37123","45.4421632","10.9767798"
"Why Not?","cafe","Via Valpantena 96","Verona","","37142","45.5003537","11.0173037"
"Caffé & Bistrò Re di sapori","cafe","Via Roveggia 116","Verona","","37136","45.4112347","10.9654257"
"Bar Sponda","cafe","Via Flavio Gioia 47","Verona","","","45.4007993","10.9747261"
